CUID,Date,Year,Month,Income Before Taxes,Number of Bedrooms,Number of Bathrooms,State,Urban,People,Adults,65 or Older,Children,Working,Retired,Education,Race,Sex,Renter,Owner,Food-Away,Food-Home,Food-Total,High lead-Food-Away Spending
365286,2017-10-01,2017,10,6041.162890816924,3.0,2.0,Nevada,1,2,2,1,0,1,1,Some College,Multi or Other Race,Mixed Gender,1.0,0.0,0.0,350.83420667430926,350.83420667430926,0
365298,2017-07-01,2017,7,98175.57659573984,3.0,3.0,Wisconsin,1,2,2,0,0,2,0,High School,White,Mixed Gender,0.0,1.0,703.3338793117482,1372.3587888906795,2075.692668202428,0
365310,2017-07-01,2017,7,79535.52940976927,4.0,1.0,Indiana,1,4,4,0,0,4,0,Some College,White,Mixed Gender,0.0,1.0,0.0,2178.619577370001,2178.619577370001,0
365312,2017-10-01,2017,10,97335.88290809642,2.0,1.0,Ohio,1,2,2,0,0,2,0,Bachelors,White,Mixed Gender,1.0,0.0,628.7575864774011,586.6221312993215,1215.3797177767226,0
365317,2017-04-01,2017,4,41948.169045866125,5.0,2.0,Wisconsin,1,4,4,2,0,0,2,Bachelors,Black,Mixed Gender,0.0,1.0,0.0,1963.0828156049024,1963.0828156049024,0
365320,2017-04-01,2017,4,50280.84836679842,1.0,1.0,California,1,2,2,0,0,2,0,Some College,White,Mixed Gender,0.0,1.0,366.9313674017888,728.129432197116,1095.0607995989049,0
365329,2017-07-01,2017,7,92694.61650763858,2.0,2.0,Minnesota,1,2,2,2,0,0,2,Bachelors,White,Mixed Gender,0.0,1.0,4118.0205200220935,1132.2634403778634,5250.283960399956,1
365340,2017-07-01,2017,7,13193.933841832732,1.0,1.0,California,1,2,2,2,0,0,2,Bachelors,Asian/PI,Mixed Gender,1.0,0.0,743.3610106661297,554.661677192246,1298.0226878583758,0
365347,2017-04-01,2017,4,100561.69673359684,3.0,2.0,Oregon,1,1,1,0,0,1,0,Bachelors,White,Female,1.0,0.0,2327.8439544908824,1076.7233130871866,3404.567267578069,0
365353,2017-04-01,2017,4,34638.93353850895,2.0,2.0,Florida,1,3,3,3,0,0,3,Bachelors,White,Mixed Gender,1.0,0.0,0.0,2802.438318533871,2802.438318533871,0
365357,2017-04-01,2017,4,181081.9044068093,3.0,2.0,North Carolina,1,4,4,0,0,3,1,Bachelors,White,Mixed Gender,0.0,1.0,3985.7356081533617,1341.592812058598,5327.328420211959,0
365358,2017-04-01,2017,4,32009.930816857668,1.0,1.0,Georgia,1,1,1,1,0,1,0,Graduate Degree,White,Female,1.0,0.0,418.54017281343147,590.5301694218751,1009.0703422353066,0
365362,2017-10-01,2017,10,272052.88727805595,4.0,3.0,California,1,2,2,2,0,2,0,Graduate Degree,White,Mixed Gender,0.0,1.0,2827.0698302119463,4784.430435541757,7611.500265753703,0
365375,2017-04-01,2017,4,79077.83297301768,3.0,2.0,Pennsylvania,1,2,2,2,0,0,2,High School,White,Mixed Gender,0.0,1.0,0.0,596.2634720145769,596.2634720145769,0
365403,2017-10-01,2017,10,67908.75551727657,2.0,2.0,Kentucky,0,3,2,0,1,2,0,Some College,White,Mixed Gender,0.0,1.0,592.317491774481,962.5159241634324,1554.8334159379133,0
365412,2017-04-01,2017,4,100567.4104663658,3.0,1.0,Wisconsin,1,2,2,2,0,2,0,Some College,White,Mixed Gender,0.0,1.0,745.329340044021,1335.8595094314965,2081.1888494755176,0
365421,2017-07-01,2017,7,67609.51598391241,3.0,1.0,New York,1,1,1,0,0,1,0,Graduate Degree,White,Female,0.0,1.0,1572.118943537159,2098.478241751307,3670.597185288466,0
365422,2017-10-01,2017,10,50608.0945991768,3.0,2.0,California,1,1,1,0,0,1,0,Bachelors,Black,Female,0.0,1.0,590.0393475980861,2517.349340101346,3107.388687699432,0
365428,2017-07-01,2017,7,71214.90132339476,2.0,2.0,Illinois,1,2,2,1,0,1,1,Bachelors,White,Male,0.0,1.0,600.3548944025533,2047.0497843701387,2647.404678772692,0
365429,2017-04-01,2017,4,32130.60485293798,3.0,3.0,North Carolina,1,2,2,2,0,0,2,Bachelors,White,Mixed Gender,0.0,1.0,1043.4610760341095,2161.455086082941,3204.9161621170506,0
365430,2017-10-01,2017,10,47083.40382531176,3.0,1.0,Minnesota,1,1,1,0,0,1,0,High School,Asian/PI,Male,0.0,1.0,683.0952896858619,1161.7144011125515,1844.8096907984132,0
365435,2017-04-01,2017,4,145128.8123314409,3.0,2.0,Utah,1,4,4,0,0,4,0,Less than High School,White,Male,1.0,0.0,4471.976040195326,1834.656836991744,6306.63287718707,1
365438,2017-04-01,2017,4,13901.740376176733,2.0,2.0,California,1,3,3,0,0,1,0,Some College,White,Female,1.0,0.0,1490.6586800536422,1192.5269440532338,2683.1856241068763,0
365449,2017-04-01,2017,4,250794.70082220004,5.0,3.0,Alabama,1,2,2,0,0,1,1,Some College,White,Mixed Gender,0.0,1.0,4854.243385150061,1525.0584957474523,6379.301880897514,1
365486,2017-07-01,2017,7,131642.1161904041,4.0,3.0,Florida,1,4,2,0,2,2,0,Graduate Degree,White,Mixed Gender,0.0,1.0,1332.9073678063123,2613.1998605334115,3946.107228339724,0
365488,2017-10-01,2017,10,43953.942008557264,2.0,1.0,Virginia,0,4,2,0,2,2,0,Some College,White,Mixed Gender,1.0,0.0,148.07937294532888,1480.793729453289,1628.873102398618,0
365492,2017-04-01,2017,4,49411.21823936357,1.0,1.0,Kansas,1,1,1,0,0,1,0,Bachelors,White,Male,1.0,0.0,60.823378905917295,581.3650589092271,642.1884378151443,0
365509,2017-10-01,2017,10,173761.07545479466,2.0,1.0,California,1,2,2,0,0,2,0,Bachelors,White,Mixed Gender,0.0,1.0,740.3968647437305,2147.1509077123947,2887.547772456125,0
365510,2017-10-01,2017,10,1994.253787024022,2.0,1.0,New Jersey,1,1,1,0,0,0,0,Less than High School,Multi or Other Race,Female,1.0,0.0,28.531405368247725,370.1984323547792,398.7298377230269,0
365513,2017-07-01,2017,7,58527.497929762205,3.0,3.0,South Carolina,1,2,2,2,0,1,1,High School,White,Mixed Gender,0.0,1.0,667.8812772765762,1326.6134959490428,1994.494773225619,0
365526,2017-07-01,2017,7,44658.72158882105,3.0,2.0,Florida,1,4,2,0,2,2,0,Some College,Multi or Other Race,Mixed Gender,1.0,0.0,480.3255761050476,1481.0038596901095,1961.3294357951568,0
365533,2017-07-01,2017,7,21636.867166823915,4.0,2.0,Mississippi,1,2,1,0,1,1,0,Bachelors,Black,Female,0.0,1.0,0.0,1790.928219515769,1790.928219515769,0
365537,2017-10-01,2017,10,74586.44980980878,3.0,2.0,Pennsylvania,1,2,2,0,0,2,0,Some College,White,Mixed Gender,0.0,1.0,222.11905941970195,1184.6349835831345,1406.7540430028362,0
365538,2017-07-01,2017,7,683.2694894786499,2.0,1.0,New York,1,3,2,0,1,1,0,Some College,Asian/PI,Mixed Gender,1.0,0.0,773.095451093461,1421.5349788354467,2194.630429928908,0
365542,2017-04-01,2017,4,94642.49813427088,2.0,1.0,Virginia,1,4,2,0,2,2,0,High School,Black,Mixed Gender,1.0,0.0,728.013342928689,2795.4306571895195,3523.4440001182084,0
365543,2017-07-01,2017,7,13873.103714374509,2.0,2.0,North Carolina,1,1,1,1,0,0,1,High School,White,Male,0.0,1.0,0.0,892.0332127856319,892.0332127856319,0
365545,2017-04-01,2017,4,203421.45678686711,3.0,2.0,Michigan,1,2,2,0,0,2,0,Graduate Degree,White,Mixed Gender,0.0,1.0,1731.4937173940227,1318.6596015845912,3050.153318978614,0
365552,2017-04-01,2017,4,81135.005319152,3.0,1.0,Michigan,1,4,2,0,2,1,0,Some College,White,Mixed Gender,0.0,1.0,755.649284752164,1490.6586800536422,2246.3079648058065,0
365560,2017-04-01,2017,4,74600.09487664352,4.0,2.0,Texas,1,5,3,0,2,2,0,Some College,White,Mixed Gender,0.0,1.0,1697.0575742165036,5005.173183449384,6702.230757665888,0
365561,2017-04-01,2017,4,98158.95782959614,3.0,1.0,California,1,2,2,0,0,2,0,Some College,White,Mixed Gender,0.0,1.0,1117.9940100488316,1628.2579428288832,2746.2519528777148,0
365562,2017-10-01,2017,10,60891.517447158,3.0,1.0,Oregon,1,2,2,1,0,1,0,Some College,White,Mixed Gender,0.0,1.0,586.3637275492017,1355.257271993572,1941.6209995427737,0
365563,2017-10-01,2017,10,126200.49944071483,3.0,3.0,Wisconsin,1,2,2,0,0,2,0,Bachelors,White,Mixed Gender,0.0,1.0,1975.475127195338,1070.6482647737412,3046.1233919690794,0
365575,2017-10-01,2017,10,16963.154403178905,4.0,1.0,Pennsylvania,1,6,2,0,4,1,0,High School,White,Mixed Gender,1.0,0.0,0.0,512.5824448146968,512.5824448146968,0
365579,2017-10-01,2017,10,16901.357435658185,2.0,1.0,Kentucky,0,1,1,1,0,0,1,High School,White,Female,0.0,1.0,0.0,636.7413036584214,636.7413036584214,0
365580,2017-04-01,2017,4,20787.016912077503,1.0,1.0,Ohio,1,1,1,0,0,1,0,Less than High School,White,Female,1.0,0.0,0.0,665.0631034021973,665.0631034021973,0
365584,2017-07-01,2017,7,68952.36828723445,4.0,2.0,Florida,1,7,4,0,3,3,0,Some College,White,Mixed Gender,0.0,1.0,949.2018100572928,2230.08303196408,3179.2848420213727,0
365585,2017-10-01,2017,10,11096.290651522992,2.0,2.0,Mississippi,1,1,1,1,0,0,1,Some College,White,Female,0.0,1.0,296.15874589407497,962.5159241634324,1258.6746700575072,0
365590,2017-07-01,2017,7,22443.12516440872,4.0,2.0,Texas,1,1,1,1,0,0,1,Bachelors,White,Female,0.0,1.0,1813.1009053327064,1040.7054149051344,2853.8063202378407,0
365597,2017-04-01,2017,4,56451.679757269136,3.0,1.0,Tennessee,0,1,1,0,0,1,0,Some College,White,Male,1.0,0.0,0.0,477.0107776323015,477.0107776323015,0
365598,2017-10-01,2017,10,275030.45984497014,3.0,2.0,Florida,1,2,2,0,0,2,0,Graduate Degree,White,Mixed Gender,1.0,0.0,3816.109945020783,2084.720353771994,5900.830298792776,1
365609,2017-04-01,2017,4,11061.786640695653,2.0,2.0,California,1,1,1,0,0,0,0,Less than High School,White,Female,0.0,1.0,0.0,298.13173601416844,298.13173601416844,0
365614,2017-10-01,2017,10,30558.93998277446,1.0,1.0,Pennsylvania,1,1,1,0,0,1,0,Some College,Black,Female,1.0,0.0,148.07937294532888,1879.4689643205547,2027.548337265884,0
365617,2017-07-01,2017,7,40447.95948166063,1.0,1.0,Louisiana,1,1,1,0,0,1,0,Less than High School,White,Male,1.0,0.0,1486.7220212979505,371.6805053159103,1858.4025266138608,0
365618,2017-04-01,2017,4,134492.12740875545,4.0,3.0,Alabama,1,2,2,0,0,1,0,Bachelors,White,Mixed Gender,0.0,1.0,447.1976040195326,1674.1243637768966,2121.3219677964294,0
365619,2017-10-01,2017,10,40049.41492883225,3.0,2.0,California,1,4,3,0,1,1,0,High School,White,Mixed Gender,0.0,1.0,1776.9524753576154,2369.269967132097,4146.222442489712,0
365620,2017-04-01,2017,4,19782.542691295323,3.0,1.0,Ohio,1,1,1,0,0,1,0,High School,White,Female,1.0,0.0,298.13173601416844,924.208381651834,1222.3401176660025,0
365627,2017-04-01,2017,4,188553.18137549408,3.0,3.0,Michigan,1,2,2,0,0,2,0,Graduate Degree,White,Mixed Gender,0.0,1.0,2644.404330378713,1914.923073633568,4559.3274040122815,1
365637,2017-04-01,2017,4,205955.382995243,4.0,2.0,Virginia,1,3,3,0,0,2,0,Some College,Multi or Other Race,Mixed Gender,0.0,1.0,745.3747493883376,1972.265181661992,2717.63993105033,0
365641,2017-07-01,2017,7,142347.81030805208,4.0,2.0,Colorado,1,2,2,0,0,1,0,Graduate Degree,White,Mixed Gender,0.0,1.0,3128.0855740029383,3785.422992604152,6913.50856660709,0
365643,2017-07-01,2017,7,151892.40180657932,1.0,1.0,Oregon,1,2,2,0,0,2,0,Bachelors,White,Male,1.0,0.0,1743.7671912811436,1790.7105371465923,3534.477728427736,0
365648,2017-04-01,2017,4,16969.786323794466,1.0,1.0,Pennsylvania,1,1,1,1,0,1,0,High School,White,Male,1.0,0.0,0.0,894.3952080493852,894.3952080493852,0
365652,2017-10-01,2017,10,124385.07204321964,3.0,2.0,New Jersey,1,4,4,1,0,2,1,Bachelors,Asian/PI,Mixed Gender,0.0,1.0,740.3968647437305,2300.707229665416,3041.1040944091465,0
365659,2017-04-01,2017,4,109704.8119104776,2.0,1.0,Missouri,1,2,2,0,0,1,0,Bachelors,White,Mixed Gender,1.0,0.0,481.46508054926153,2407.987098566714,2889.4521791159755,0
365669,2017-10-01,2017,10,829.6186299027288,3.0,2.0,Florida,1,1,1,0,0,0,1,Graduate Degree,White,Male,0.0,1.0,0.0,962.5159241634324,962.5159241634324,0
365680,2017-04-01,2017,4,93136.81527499604,2.0,1.0,Washington,1,2,2,0,0,2,0,Bachelors,Multi or Other Race,Mixed Gender,1.0,0.0,630.6400698684618,366.9313674017888,997.5714372702504,0
365681,2017-04-01,2017,4,145128.8123314409,3.0,1.0,Pennsylvania,1,2,2,0,0,2,0,Graduate Degree,White,Mixed Gender,0.0,1.0,2522.653150867948,1662.6577585226933,4185.310909390641,0
365685,2017-07-01,2017,7,356583.7701431319,3.0,2.0,Massachuse,1,4,3,0,1,2,0,Graduate Degree,White,Mixed Gender,0.0,1.0,0.0,3345.12454794612,3345.12454794612,1
365686,2017-07-01,2017,7,95660.00609197593,3.0,2.0,North Carolina,1,2,2,0,0,2,0,Bachelors,White,Mixed Gender,0.0,1.0,554.5409895001615,1332.228258449537,1886.7692479496984,0
365691,2017-07-01,2017,7,98475.30414512444,4.0,2.0,New York,1,2,2,0,0,2,0,High School,White,Mixed Gender,0.0,1.0,703.2479543569417,1641.094158555181,2344.3421129121225,0
365692,2017-10-01,2017,10,34216.958279971754,2.0,2.0,California,1,1,1,0,0,1,0,Some College,White,Female,1.0,0.0,115.04431811564896,848.6028223569643,963.6471404726132,0
365694,2017-07-01,2017,7,2384.6105182804886,1.0,1.0,Florida,1,1,1,0,0,0,1,Graduate Degree,White,Male,1.0,0.0,148.67220212979504,892.0332127856319,1040.705414915427,0
365696,2017-04-01,2017,4,86848.73808810636,4.0,2.0,Florida,1,2,2,0,0,2,0,Bachelors,Multi or Other Race,Mixed Gender,0.0,1.0,1490.6586800536422,1788.7904160781304,3279.4490961317724,0
365705,2017-07-01,2017,7,1957.567087356332,3.0,1.0,Michigan,1,1,1,0,0,0,0,Some College,Black,Female,1.0,0.0,5.712719561477213,739.9301136938773,745.6428332553545,0
365711,2017-07-01,2017,7,11779.565998611924,1.0,1.0,Nebraska,1,1,1,0,0,0,0,Less than High School,White,Female,1.0,0.0,0.0,446.016606392816,446.016606392816,0
365716,2017-10-01,2017,10,88349.51729049522,3.0,1.0,Pennsylvania,1,2,2,2,0,1,1,Some College,White,Mixed Gender,0.0,1.0,1313.3501308240727,1486.4890899626207,2799.8392207866937,0
365718,2017-07-01,2017,7,79983.07092537779,1.0,2.0,Florida,1,2,2,0,0,1,1,Graduate Degree,White,Mixed Gender,0.0,1.0,0.0,1538.1854759057528,1538.1854759057528,0
365719,2017-04-01,2017,4,53480.53871741286,2.0,2.0,Florida,1,1,1,0,0,1,0,High School,Black,Female,0.0,1.0,435.4523845727046,804.9556872351587,1240.4080718078633,0
365720,2017-07-01,2017,7,114590.2150544784,3.0,2.0,California,1,5,3,0,2,3,0,Some College,White,Mixed Gender,0.0,1.0,1578.1657390892433,2609.71688782983,4187.882626919073,0
365723,2017-04-01,2017,4,8150.98261887954,1.0,0.0,Wisconsin,1,1,1,0,0,0,0,Less than High School,Black,Male,1.0,0.0,0.0,939.1149684410184,939.1149684410184,0
365728,2017-10-01,2017,10,87579.88472796608,3.0,2.0,California,1,7,3,0,4,3,0,Less than High School,White,Mixed Gender,0.0,1.0,0.0,3405.8255777801537,3405.8255777801537,0
365742,2017-07-01,2017,7,87914.00764625297,3.0,2.0,Colorado,1,2,2,0,0,2,0,Some College,White,Mixed Gender,1.0,0.0,628.8889370674088,880.596889556227,1509.4858266236358,0
365744,2017-10-01,2017,10,141494.68299579748,5.0,2.0,California,1,6,4,1,2,2,2,Bachelors,Asian/PI,Mixed Gender,0.0,1.0,871.3901561952363,1389.6679614850923,2261.058117680329,0
365750,2017-04-01,2017,4,15248.810013785413,1.0,1.0,Alabama,1,1,1,1,0,0,0,High School,White,Male,1.0,0.0,372.6646700048106,700.6095796420677,1073.2742496468784,0
365759,2017-10-01,2017,10,35631.72401991502,3.0,2.0,Utah,1,3,2,0,1,2,0,Some College,White,Mixed Gender,1.0,0.0,370.1984323547792,838.3570652855356,1208.5554976403148,0
365760,2017-10-01,2017,10,27523.4186111522,5.0,3.0,Utah,1,2,2,2,0,0,2,Some College,White,Mixed Gender,0.0,1.0,1036.5556106138852,1288.290544634271,2324.8461552481563,0
365762,2017-04-01,2017,4,14636.297860953504,3.0,2.0,Alabama,1,1,1,1,0,0,1,High School,White,Female,0.0,1.0,149.06586800536422,298.13173601416844,447.1976040195327,0
365765,2017-04-01,2017,4,63765.257701530725,2.0,2.0,North Carolina,1,2,2,0,0,2,0,Bachelors,White,Mixed Gender,1.0,0.0,2086.9221521026197,2086.9221521026197,4173.844304205239,0
365767,2017-10-01,2017,10,155058.32509778152,3.0,2.0,Ohio,1,2,2,0,0,2,0,Some College,White,Mixed Gender,0.0,1.0,1344.0265198492266,1281.452184142108,2625.4787039913344,0
365774,2017-04-01,2017,4,18293.086833084297,3.0,2.0,North Carolina,1,1,1,1,0,0,1,Some College,Black,Female,0.0,1.0,0.0,2385.0538880927074,2385.0538880927074,0
365776,2017-07-01,2017,7,301625.44426990964,4.0,2.0,Maryland,1,4,3,0,1,2,0,Bachelors,White,Mixed Gender,0.0,1.0,2973.44404263021,3791.141154338936,6764.585196969146,1
365786,2017-10-01,2017,10,73350.51045939434,3.0,2.0,Florida,1,2,2,2,0,1,1,High School,White,Mixed Gender,0.0,1.0,444.2381188394039,1036.5556106138852,1480.793729453289,0
365789,2017-04-01,2017,4,60732.179798458994,3.0,2.0,Florida,1,2,2,2,0,2,0,Some College,White,Mixed Gender,0.0,1.0,1282.5416649003823,1777.3238108583273,3059.8654757587096,0
365801,2017-04-01,2017,4,5142.359492058929,3.0,3.0,California,1,1,1,0,0,1,0,High School,White,Male,0.0,1.0,670.796406029299,1955.05619192008,2625.852597949379,0
365811,2017-10-01,2017,10,1388.734050328306,1.0,1.0,Texas,1,1,1,0,0,0,0,High School,Black,Male,1.0,0.0,22.82512429459818,814.4365511941829,837.2616754887811,0
365821,2017-07-01,2017,7,274977.9341802423,5.0,2.0,Illinois,1,4,2,0,2,2,0,Bachelors,White,Mixed Gender,0.0,1.0,914.9058592787512,2298.700971409128,3213.60683068788,0
365832,2017-10-01,2017,10,84511.31442865875,2.0,1.0,Michigan,1,2,2,0,0,2,0,Some College,Black,Female,1.0,0.0,216.42369892062175,1759.8624659691582,1976.28616488978,0
365833,2017-07-01,2017,7,105764.42305888268,3.0,2.0,Tennessee,1,4,2,0,2,2,0,Graduate Degree,White,Mixed Gender,0.0,1.0,1126.0968951082723,3315.390107508496,4441.487002616768,0
365834,2017-04-01,2017,4,13712.958645490478,3.0,2.0,North Carolina,1,1,1,0,0,1,0,Graduate Degree,White,Female,1.0,0.0,393.3045594210967,745.329340044021,1138.6338994651178,0
365840,2017-10-01,2017,10,24908.931523737047,4.0,3.0,California,1,1,1,1,0,0,1,Bachelors,White,Female,0.0,1.0,740.3968647437305,2221.1905941970194,2961.58745894075,0
365841,2017-10-01,2017,10,241076.08208633185,4.0,3.0,California,1,4,4,1,0,4,0,Bachelors,Asian/PI,Mixed Gender,1.0,0.0,2448.607469918757,2660.872424649461,5109.479894568218,0
365842,2017-04-01,2017,4,251023.25013295823,5.0,4.0,Nebraska,1,2,2,0,0,1,0,Graduate Degree,White,Mixed Gender,0.0,1.0,2322.492323370729,2023.8558233077,4346.34814667843,1
365848,2017-04-01,2017,4,77763.21733753664,7.0,5.0,California,1,4,2,0,2,0,0,Graduate Degree,White,Mixed Gender,0.0,1.0,8141.289714316414,3669.313674017888,11810.603388334304,1
365855,2017-10-01,2017,10,254943.5026879965,4.0,3.0,South Carolina,1,4,4,0,0,1,0,Graduate Degree,Asian/PI,Mixed Gender,0.0,1.0,0.0,962.5159241634324,962.5159241634324,0
365860,2017-04-01,2017,4,48173.62372160805,1.0,1.0,California,1,7,2,0,5,1,0,Some College,White,Mixed Gender,1.0,0.0,0.0,1788.7904160781304,1788.7904160781304,0
365865,2017-10-01,2017,10,139778.85510639427,3.0,2.0,Florida,1,4,4,0,0,3,1,Some College,White,Mixed Gender,0.0,1.0,3557.8610553560866,4858.092811707858,8415.953867063945,0
365866,2017-07-01,2017,7,70618.1793025834,3.0,1.0,Alabama,1,2,2,1,0,2,0,Some College,White,Mixed Gender,0.0,1.0,0.0,3796.859315970793,3796.859315970793,0
365868,2017-10-01,2017,10,28182.13353966978,1.0,1.0,New York,1,1,1,0,0,1,0,Some College,Black,Male,1.0,0.0,148.07937294532888,831.5226326880062,979.602005633335,0
365873,2017-10-01,2017,10,39015.61730734092,2.0,1.0,Kentucky,1,2,2,2,0,1,1,Some College,White,Mixed Gender,0.0,1.0,148.07937294532888,888.4762376788077,1036.5556106241363,0
365874,2017-04-01,2017,4,28568.66384477183,2.0,2.0,Florida,1,1,1,0,0,1,0,Some College,White,Male,1.0,0.0,0.0,745.329340044021,745.329340044021,0
365881,2017-04-01,2017,4,5148.073224827884,2.0,1.0,Ohio,1,2,1,0,1,1,0,Some College,White,Male,0.0,1.0,596.2634720145769,2643.052505830684,3239.315977845261,0
365895,2017-04-01,2017,4,84563.24498052461,2.0,2.0,Indiana,1,1,1,0,0,1,0,Graduate Degree,Asian/PI,Female,0.0,1.0,515.9972354071531,1072.127589135218,1588.124824542371,0
365901,2017-07-01,2017,7,120384.34032525736,4.0,2.0,Minnesota,1,2,2,0,0,2,0,Bachelors,White,Mixed Gender,0.0,1.0,743.3610106661297,1620.5270032260876,2363.8880138922173,0
365906,2017-07-01,2017,7,69175.79741029398,4.0,2.0,Virginia,1,3,1,0,2,3,0,Graduate Degree,White,Female,0.0,1.0,1235.1229100108749,1245.4156009276323,2480.538510938507,0
365909,2017-07-01,2017,7,276117.8554451892,4.0,2.0,California,1,2,2,0,0,2,0,Bachelors,White,Mixed Gender,0.0,1.0,2315.798067933455,4746.074144834833,7061.872212768288,0
365918,2017-07-01,2017,7,233450.4089052054,3.0,1.0,Massachuse,1,4,2,0,2,2,0,Bachelors,White,Mixed Gender,0.0,1.0,2201.4922238734125,2321.573617902248,4523.06584177566,0
365922,2017-10-01,2017,10,44140.691086229774,2.0,1.0,Alabama,1,2,2,0,0,2,0,Some College,White,Mixed Gender,1.0,0.0,740.3968647437305,1566.224136922405,2306.6210016661357,0
365923,2017-10-01,2017,10,53195.191821866654,2.0,2.0,South Carolina,1,7,3,0,4,2,0,High School,White,Mixed Gender,0.0,1.0,962.5159241634324,1110.5952970985095,2073.111221261942,0
365927,2017-04-01,2017,4,53302.04170571073,3.0,2.0,Kentucky,1,3,2,0,1,1,0,Some College,White,Mixed Gender,0.0,1.0,1788.7904160781304,1152.393825742642,2941.1842418207725,0
365935,2017-07-01,2017,7,51245.21171089874,3.0,2.0,Texas,1,1,1,0,0,1,0,Some College,White,Female,1.0,0.0,1486.7220212979505,966.3693138625376,2453.091335160488,0
365950,2017-07-01,2017,7,48575.90557200216,2.0,2.0,Arizona,1,2,2,2,0,0,2,Bachelors,White,Mixed Gender,0.0,1.0,815.4098470834307,1978.483920652988,2793.893767736419,1
365969,2017-07-01,2017,7,160568.33002748273,4.0,2.0,New Jersey,1,2,2,1,0,2,0,Graduate Degree,White,Mixed Gender,0.0,1.0,743.3610106661297,2075.6926682127205,2819.0536788788504,0
365971,2017-04-01,2017,4,138479.8557828641,3.0,1.0,Pennsylvania,1,4,2,0,2,2,0,Some College,White,Mixed Gender,0.0,1.0,745.329340044021,2240.5746622131046,2985.9040022571257,0
365972,2017-07-01,2017,7,158290.7650625539,3.0,2.0,Ohio,1,2,2,0,0,2,0,Some College,White,Mixed Gender,0.0,1.0,1955.6112741838851,2060.8249272423245,4016.4362014262097,1
365985,2017-07-01,2017,7,43107.01657821504,4.0,2.0,Virginia,1,1,1,0,0,1,0,Graduate Degree,White,Male,0.0,1.0,1440.9506904923642,1452.413051575426,2893.36374206779,1
365992,2017-04-01,2017,4,26598.568786036365,3.0,2.0,Florida,1,2,2,2,0,0,2,Bachelors,White,Mixed Gender,0.0,1.0,372.6646700048106,968.9281420537872,1341.592812058598,0
366001,2017-07-01,2017,7,22309.20434447091,3.0,1.0,Kansas,1,5,4,0,1,4,0,Some College,Black,Mixed Gender,0.0,1.0,872.1538748285224,874.8243073440838,1746.978182172606,0
366009,2017-04-01,2017,4,34236.68675157456,4.0,2.0,California,1,6,2,0,4,1,0,Less than High School,White,Mixed Gender,1.0,0.0,321.2870167704075,3589.05046467784,3910.337481448248,0
366022,2017-07-01,2017,7,67352.15114287546,4.0,2.0,New York,1,4,4,1,0,2,1,High School,White,Mixed Gender,0.0,1.0,2973.44404263021,1635.3942234517613,4608.838266081972,1
366032,2017-04-01,2017,4,85116.3343125594,3.0,2.0,Oregon,1,1,1,1,0,0,1,Some College,White,Female,0.0,1.0,20.598097283780422,1215.4137188233096,1236.01181610709,0
366034,2017-04-01,2017,4,74278.52599640675,2.0,1.0,North Carolina,1,1,1,0,0,1,0,Bachelors,White,Female,1.0,0.0,0.0,1834.656836991744,1834.656836991744,0
366038,2017-04-01,2017,4,107635.98354949465,3.0,2.0,Oregon,1,1,1,0,0,1,0,Bachelors,White,Male,1.0,0.0,2559.426392651615,1106.4062614625304,3665.8326541141455,1
366048,2017-07-01,2017,7,130959.98548340792,4.0,2.0,New York,1,4,2,0,2,1,0,Graduate Degree,White,Mixed Gender,0.0,1.0,314.4988891242831,2296.4137067598167,2610.9125958841,0
366053,2017-11-01,2017,11,37857.73416903705,2.0,2.0,Oregon,1,2,1,0,1,1,0,Graduate Degree,White,Female,1.0,0.0,199.23369549068437,887.9057324859034,1087.1394279765875,0
366055,2017-11-01,2017,11,66641.18382783956,3.0,2.0,Texas,1,4,3,0,1,2,0,Bachelors,White,Mixed Gender,0.0,1.0,739.9214437496363,1331.8585987288552,2071.7800424784914,0
366060,2017-05-01,2017,5,114098.50730170072,3.0,2.0,Texas,1,2,2,0,0,1,1,Some College,White,Mixed Gender,0.0,1.0,744.1793527202177,1860.4483817833711,2604.6277345035887,0
366064,2017-11-01,2017,11,104921.1038864188,3.0,2.0,Georgia,1,4,2,0,2,2,0,Some College,White,Mixed Gender,1.0,0.0,2071.7800424784914,2663.7171974577104,4735.497239936201,1
366095,2017-08-01,2017,8,112701.0181805846,3.0,2.0,Washington,1,4,2,0,2,1,0,Graduate Degree,White,Mixed Gender,0.0,1.0,1955.4046345921204,2902.726679421912,4858.131314014032,0
366103,2017-11-01,2017,11,71996.70676070426,2.0,1.0,Pennsylvania,1,2,2,2,0,0,2,Some College,White,Mixed Gender,0.0,1.0,517.9450106281604,942.5460852542668,1460.491095882427,0
366104,2017-11-01,2017,11,337006.27017380786,4.0,3.0,Virginia,1,3,2,0,1,2,0,Graduate Degree,White,Mixed Gender,1.0,0.0,1024.3809840116403,2658.0254940329555,3682.406478044596,0
366107,2017-11-01,2017,11,112367.44141465532,3.0,2.0,California,1,4,2,0,2,2,0,High School,White,Mixed Gender,0.0,1.0,887.9057324859034,1627.8271762355396,2515.732908721443,1
366109,2017-08-01,2017,8,68254.00810355172,2.0,1.0,New York,1,1,1,0,0,1,0,Some College,Black,Male,0.0,1.0,222.8707807006931,2005.837026306238,2228.707807006931,0
